"sys_loadingid","sys_cdc","sys_checksum","bestellungid","posid","produktid","spezlieferadrid","menge","preis"
1,I,0xeff92e9a2c78804fb18d38038b21bec2824acb7ff9fcf97bb24dea9f370ccd6c,682,1706,45,,3,2.00
1,I,0xb0160297621eb06baef36f95bafd222ce94c40870db5076ef3d2e14321c3ffc3,683,1707,21,,9,4.00
1,I,0xce706ae29b0c797d701295d04d764965b32dbca0de0abd5fe4a2cad3d25e6de7,683,1708,69,,3,2.00
1,I,0x8e7b86d076df1114dcd8b86819ea83f6f9e9e76abb0d74b7f67a2bfc66c0471d,684,1709,48,,3,4.50
1,I,0xa04e94faeb516e2ffea13d689e3ff9b0464de357e205a325f2f89f4385472746,684,1710,97,151,3,9.00
1,I,0x0bc71876a173bcd54559bdd9aca528f313593ea68f8bd035ebb939e5eafec5bf,684,1711,19,,3,2.00
1,I,0x23a6af1a6bb9d8602bce5b96665012f72658a7b686ae3a9ce67ee3541e0a2c3e,685,1712,2,,4,4.00
1,I,0x57582d8735e8df9ffe6d06aafee7e9f93f14d7e420b42b7a08bf1fa2007a5e03,685,1713,52,,3,4.00
1,I,0xc14b90848ec922665afe0cc082d4e899dc54d7a1f390f4c7fb6b78c7292d7393,686,1714,38,,4,0.50
1,I,0x297916b4245629eeda6a2577a384f9b02803b58e4761eecc336c51fa7d8af083,686,1715,89,41,2,0.80
1,I,0x372366ad6457554a2f7bab06e1e824de8c1ead85462bb5bc2547b182573eeb59,686,1716,13,,3,4.50
1,I,0x7002abbf5c3075de18348e02fc4ff3f74caca62aa977d5414574b2d48f748e53,687,1717,3,,9,5.00
1,I,0xb4609a017412de87771c45a0c7c502b4559786b9c88191770dc9953e9bf39289,687,1718,55,,6,5.00
1,I,0x8e7b86d076df1114dcd8b86819ea83f6f9e9e76abb0d74b7f67a2bfc66c0471d,688,1719,48,,3,4.50
1,I,0x28d5dc9c6b0b0cb652dc45be9c23fc6eae0bbfe37eb6b5c211a9659676c2bf5b,688,1720,101,168,8,2.00
1,I,0x6d06cc46bcc84df457c9248e7ab1fed76aecc6b99e12b2858a3e091d8d480ff7,688,1721,27,,3,2.00
1,I,0xfe64165e4d3ccf858ba78b4bc20945f628fe42a6fbfae52cd92e4838e57ddfb7,689,1722,24,,3,3.00
1,I,0x109ba852e2132f1bede74cf1f2b0ab6bc13e049fa4bad7688bbd45897a4dcd32,689,1723,78,,6,2.00
1,I,0xed2f143854addbb9799b320e90ed56d85509a490f098970a01c144c5b59773f1,690,1724,78,,3,2.00
1,I,0xd0487593b87ca1ed75b940d3016ea03df65a2f105f2eb442ab43d37385a5aa80,690,1725,6,70,3,7.00
1,I,0x7d8d50e27035b4a229a2fffee3df3b360b9b07af32a278262639afacf9a1cbe5,690,1726,61,,3,8.00
1,I,0x651b2e97bdfc95e35379d185e52a6102ae209268f308acd6e34b36a5e0934b64,691,1727,65,,1,4.50
1,I,0x2bec9e95820e0b7cb7a1b7ed8688a4f66dc3aa2c04d93b6908871dea4f7b3082,691,1728,121,,3,4.00
1,I,0xe7b34e376d297edf15239a2657babd39584efae62b9dbe6ca7a63393823057b8,692,1729,1,,8,2.00
1,I,0x9699ad975796adbe676d5a47329f288fa7273a2281fb65ab71c1ee52c203b572,692,1730,58,61,4,8.00
1,I,0xafa383f52f3af8f80561456ca6a52c637c79c06e03c867beca7bf3e3157c7d0d,692,1731,115,,3,4.50
1,I,0x588c99645a016ab51bb83ac59399c8d7589c9091aa60f5395e4ac3d7cc7859ca,693,1732,126,,3,4.00
1,I,0x19a87aec4023fe344619167989c23ba5f7026b8fde60086f7b9f18fe3df28afd,693,1733,57,,9,8.00
1,I,0xfd05546779492ee3e2d5b8f4c562d1a3d1bcd358dc77a89c9cecca9ca24917ed,694,1734,71,,3,4.00
1,I,0x3839ac4c77fe4a2812abdc0d42d1710da4514dcfbe65d6246276ba9e949f3bb2,694,1735,3,257,6,5.00
1,I,0xb07cf15c1682bb9e29a6f52f37644515f4d7c35dac5396fecc9b30c9ebe3d4ca,694,1736,62,,4,4.00
1,I,0x3ebd756d01d16c3e4af1ab2708edd5785608b9dfe60865203db2dd7bb4c0b482,695,1737,80,,3,4.00
1,I,0xbfd6bc11d9fd5be9861ef17f5f355718f8d3200c35c41dbf33719ccfbb75549b,695,1738,13,,2,4.50
1,I,0x5eb85d69e80d8393c4803cc4308851e6115d07ee3f3b46b3942552dab38a5dbc,696,1739,34,,3,0.75
1,I,0xbe32fe7c813ad47269ea07ad7a097766801aba3600ce990cd5b679bc776d4365,696,1740,95,317,3,2.00
1,I,0xb7c7dbb715cfe4086cf0d8b2f70ff3a1e8ace6d7cf8b47ab5efa8a0b8b071037,696,1741,29,,3,1.50
1,I,0x4ed3baf6737e45e73577c94271191d1111d1287d2772cf2a14cf21b146ed3ab8,697,1742,54,,3,5.00
1,I,0x79dd76f9444366ed7de04a216cbd63b76a74f5a44447f4ef28cf0a273544861a,697,1743,116,,3,3.00
1,I,0x29b04e07459aec06a1a81eef5223b8291deb2bcaa49e92adb93010dc83b1ea87,698,1744,17,,4,3.50
1,I,0x2d3150c46855e438d75ad8856a585ca7782d138e2b5c6bdf6ed78265e0fd961b,698,1745,80,152,8,4.00
1,I,0x4cedeafea3c3a48402bb2cefe449e4a774b9c56b14392a5c49bb23912850a1e0,698,1746,16,,3,3.00
1,I,0x8e7b86d076df1114dcd8b86819ea83f6f9e9e76abb0d74b7f67a2bfc66c0471d,699,1747,48,,3,4.50
1,I,0xd33b1147d5be69597d2c2d0464e25e9f4f2606664d706794adf64ef14c43dc69,699,1748,112,,3,4.00
1,I,0x6f14965a006ffd1852193a4c2471dd793a2f584a56224a9f1fe4ecef369cd4fb,700,1749,20,,3,8.00
1,I,0xabdd0dcccabaf8a3bb29f00700c591e335585b7d8cd49612507a86f670d25f4d,700,1750,85,294,4,1.00
1,I,0x5e09abb1457b520448b7704921cc792da6cc938f33953d25090c22d0b5c4f79a,700,1751,23,,4,3.00
1,I,0x1e6eb9964e52b0c82987f5add53e06ef558eff1ec8284522a79bc2a184fbf86c,701,1752,62,,3,4.00
1,I,0xa3309999e39d8832fc78dd113616c00792cd8ad2add05674e11f4c68b7723a54,701,1753,1,,5,2.00
1,I,0xc98d4a86a8d2473d3d9d6f14e526f3a424cfdf3dd80be8b9272d20c7541f44e4,702,1754,43,,3,2.30
1,I,0x8d9b58a54abd3dcd01ebd2dd84b83747495a5559b7e79e28da9e6f5244cb29d9,702,1755,110,247,3,0.50
1,I,0x4a461e9fc1db7b352506b51c3429454913d533c90d31bf2ffa28409c0775bee9,702,1756,50,,3,5.60
1,I,0xbaee08d64365f5f4fcc8609fd7a1b173e84a9a97f9773ff3d7167f9bfdc3cfe3,703,1757,96,,3,8.00
1,I,0xc7b8c297223c9fb2b79f5c3e5b71ee469af8602ebd1ff988abd816ddaf7e485d,703,1758,37,,6,0.50
1,I,0x4c908cef68dda80a12c3da6793b3de5c5afb15be43b6ce131eca290e5e3406be,704,1759,86,,4,0.50
1,I,0x0ec1d1042fe7c56c47209c00696560e671fb997cd782c7397f0e40e802c56d9b,704,1760,28,467,4,2.00
1,I,0x08beb87af85c124e29989c744d2ef313d5ca07bef4a25f5ead8ccd5e2e9da245,704,1761,97,,3,9.00
1,I,0xf01e76cfb38879dc8b64d7892d91e059815f812f18251ed71da5fba851589b5b,705,1762,23,,6,3.00
1,I,0x876df57ccf59066a1e51e0836033c8d56952fe5c925b80fb5399bb8e1295b7fb,705,1763,93,,3,2.30
1,I,0xb52d6d1340177dfbc4eff7cd5c6c3bc820191f2d8aefe752f6348c9cd8e40466,706,1764,22,,3,2.00
1,I,0xea5e835d8eac1a24f673fefa61801432dd300aeec37fddcc8a79acd32cadeed7,706,1765,93,196,6,2.30
1,I,0xd30afe328cd75cdb3274c2516044bff4a7959099c5c6db9d4ef04207d8be1602,706,1766,37,,8,0.50
1,I,0x39cbd3b252c2f9a651334c25b80709a7c6c8e00ee0c57d9ebfc44604c5030f26,707,1767,97,,9,9.00
1,I,0xa77044c953b6911724ccc9b460a722aef77d7f3aac15e1325b7c32e92ce7be0f,707,1768,42,,3,2.40
1,I,0x463b889b7d12cee18537f3a40c447fb816f6c330e8df539c19d2be26108dbf5a,708,1769,105,,3,5.00
1,I,0xfb2ebf3eba6b2924c04728a8a910d7211162e1379522ef859b776c675f4dab98,708,1770,51,99,3,2.00
1,I,0x28a6b46cba67a76e423497dc832f2cd8bbb49daee9245ed193d5a7b6a4ab9dd9,708,1771,124,,3,3.00
1,I,0xe7ed63cade31c2a3ea18bf5d9db197a24e1dd6f86a7e3ac1319874ad64517149,709,1772,64,,8,4.50
1,I,0x12d7933dbce51937444c74eecbd67d470b1f1227bf14c24365b5f85d0490a216,709,1773,11,,3,8.00
1,I,0x99b3ad5314a5b0a151fdd312691b189ec10c51d81068cfcbdd06687d64ddf741,710,1774,81,,3,2.00
1,I,0x58d1daac35b3999ae5d22981db8a9d2f7661dfd4f311271385232bab218454ec,710,1775,29,249,2,1.50
1,I,0x5a0e5fdaf1814ac99b87d541ea3ee3792ee7b622925ec4c7c930ed608a5f8892,710,1776,104,,3,5.00
1,I,0x0351b26deb082ae69138083a19de0aa0052f9a611874cbb2fe6ac06138fcd560,711,1777,51,,9,2.00
1,I,0xefdebca7838e667135b1dfc9a483836939c45f8403f662657dd478a7f3b4a598,711,1778,1,,6,2.00
1,I,0x5a13e98e722fba5f6a7154be9f614d29bb71aa3486f68c5c63eeea292ef30511,712,1779,77,,3,2.00
1,I,0x79fb244162d887dff7d3be8f5adfaf213a8968c8c35dcc62146ae6da770e052b,712,1780,27,235,3,2.00
1,I,0x87cb9f1fe6178026200e33cd4d1f8f8cc00edf9876005249ab83fe428e60f893,712,1781,104,,4,5.00
1,I,0x17da9348eb3d49f4f43512ee061d504471edf3ce414b50fe0f99ce4de9a37b06,713,1782,58,,3,8.00
1,I,0xa427cf87fa7751727fe53641c1419a1952c1c83827ef102fd4c406a10f7c2e46,713,1783,9,,3,3.00
1,I,0x876df57ccf59066a1e51e0836033c8d56952fe5c925b80fb5399bb8e1295b7fb,714,1784,93,,3,2.30
1,I,0x9b634d9123457530208aea90e85386b3f27360f31b35b7e165462d46f3b95007,714,1785,45,508,6,2.00
1,I,0x28a6b46cba67a76e423497dc832f2cd8bbb49daee9245ed193d5a7b6a4ab9dd9,714,1786,124,,3,3.00
1,I,0x74c4825b5e40c2fa33fc9e29cab94b76e51fe1d3198f03831ceab03ac3b9022c,715,1787,85,,5,1.00
1,I,0x9bd734564fd0258fc8681c5f4332b10b21cc03c18495e51f6291cc66584cb269,715,1788,38,,3,0.50
1,I,0x23a6af1a6bb9d8602bce5b96665012f72658a7b686ae3a9ce67ee3541e0a2c3e,716,1789,2,,4,4.00
1,I,0x707260778ae77c4a9a13c04bfa2f509060aa2108eb982cc02611d522afc2015f,716,1790,83,561,8,0.80
1,I,0x8781d77826ea253625491e71fcc678d91140bd8398e8cbb4644d288bb51d0c7c,716,1791,37,,3,0.50
1,I,0x476a432f542d6034bab39a3dc96e89350dafefe64ba2b5a0412f8de599b3d9d9,717,1792,5,,3,5.00
1,I,0xacd1a880fce487ee80ab56ed0db3c37aed67cde809112990008bff612027ba30,717,1793,87,,3,0.50
1,I,0x17da9348eb3d49f4f43512ee061d504471edf3ce414b50fe0f99ce4de9a37b06,718,1794,58,,3,8.00
1,I,0xf2fb7cebc72d233591793f8b74ee6efe2e9a4261ffe16c5194615b7703899df8,718,1795,14,54,8,4.50
1,I,0x565cfa339889cc772194a654cd92cd6d8461ead08963a2ee544df6f744af70ca,718,1796,97,,8,9.00
1,I,0x526edf75af39dd0f10fe81a31cfffe129065c3ec9f7ebb99a6f45785a4430909,719,1797,72,,3,2.00
1,I,0x9fbb15d055b74aa12437fbe1716aa5c371f8dffe2f88bcd2126931f7f3a5658e,719,1798,29,,10,1.50
1,I,0x54a904f2aed9b0c10e9c8f0c79775760b605bab96acf7afecba2814bda317e59,720,1799,7,,3,8.00
1,I,0xd270fe2345a28dae9d6087917deb61dca601100f6c1d8f03511e41a4ee7411d1,720,1800,92,3,3,2.40
1,I,0x4a461e9fc1db7b352506b51c3429454913d533c90d31bf2ffa28409c0775bee9,720,1801,50,,3,5.60
1,I,0x1c76823c08a88bb537e090f899581d549dbc1e033f62ceb89d708e43cef29f2c,721,1802,32,,4,5.00
1,I,0xba9e588fa6d109978fa8880fd1582ff5aafc1d4faff78ba148b2ff99c025233b,721,1803,118,,6,6.00
1,I,0x7f563ebf21925c343c17b62a0972233eb053f98847247b0f1003d518aefcbd90,722,1804,103,,8,5.00
1,I,0x5a3ea55db023b1b4dd2b77c37a592b058e917c9f2a965129eb993c36ddafb264,722,1805,63,4,6,4.50
1,I,0xcdeebd0fa4e17c5b9b1202cef7eb0c879c1685e2c63f640f113e32d9fa2c1f91,722,1806,23,,3,3.00
1,I,0x7bfa9bdecc88d6955ea6ef22c3e20d3e445d2e4a5446a1b3967a5deaf15061f4,723,1807,12,,3,4.00
1,I,0x7f3ead902b7d4d4837d22ddb42f6b951a64440748516dfc25b2caba53a772d8c,723,1808,100,,3,5.60
1,I,0xda5d1d2651779b12fd04d7d4811b71d51f81de03a489758ffdce77fbcdb86928,724,1809,92,,3,2.40
1,I,0x248b94e3efbee8b99fbc9ba91cf8186af37b3a16cdd605d8e0588c7b22f2af48,724,1810,54,312,3,5.00
1,I,0xbc7aa088ea7f676d4ea6b7baa9de3129f01ef1e3376ff2c40ed08eced33b04ea,724,1811,16,,8,3.00
1,I,0x7bfa9bdecc88d6955ea6ef22c3e20d3e445d2e4a5446a1b3967a5deaf15061f4,725,1812,12,,3,4.00
1,I,0x0406d851f5793bdf1122fa5dce963c107736900e401d818850e5f5ad9b0c1043,725,1813,102,,6,4.00
1,I,0xd76604faf15482129c9d12ec5ddf1e1d5dc9d05e8cabd839d14c62a7bea8f3c8,726,1814,101,,3,2.00
1,I,0x00c33d7ecde63f0a849c01e2fd7e1f2cf2cc7ac54bdc9df6c8b370c9b4b48d3d,726,1815,65,144,6,4.50
1,I,0xb7c7dbb715cfe4086cf0d8b2f70ff3a1e8ace6d7cf8b47ab5efa8a0b8b071037,726,1816,29,,3,1.50
1,I,0x1c76823c08a88bb537e090f899581d549dbc1e033f62ceb89d708e43cef29f2c,727,1817,32,,4,5.00
1,I,0x28a6b46cba67a76e423497dc832f2cd8bbb49daee9245ed193d5a7b6a4ab9dd9,727,1818,124,,3,3.00
1,I,0xe89832294ada2fa4f83fec82b571b297458125ca1c57768a13282c9cbb22024a,728,1819,3,,3,5.00
1,I,0x25dd54dfe478b1fe4e7775e31116e71eee137e88e3a43647908869b13e964531,728,1820,96,211,3,8.00
1,I,0x1e6eb9964e52b0c82987f5add53e06ef558eff1ec8284522a79bc2a184fbf86c,728,1821,62,,3,4.00
1,I,0x526edf75af39dd0f10fe81a31cfffe129065c3ec9f7ebb99a6f45785a4430909,729,1822,72,,3,2.00
1,I,0xa3fb496f68f95d2067202dc2bfc3ffdb74eddbe5893b868bac66f69b5b731a89,729,1823,39,,9,0.80
1,I,0x57582d8735e8df9ffe6d06aafee7e9f93f14d7e420b42b7a08bf1fa2007a5e03,730,1824,52,,3,4.00
1,I,0x662351afcf3aa9ba196679fc78bd5a29d3ad7b2a68a7355b1e3c4dd29387f336,730,1825,20,462,8,8.00
1,I,0xe8419e5a5a5ea946ec9a8db84564dfa81e5aafe53aec2329ea11edb9ea458e04,730,1826,115,,8,4.50
1,I,0xc2ae3e3aa5c7fc7a93106fd206c858b81bbb2109e17a63eac3d9db3ea178bafe,731,1827,5,,9,5.00
1,I,0x362c9128cc83934c8b5695f2c93b4f101921cc4fe574f43e3408354348e4a8f9,731,1828,101,,4,2.00
1,I,0x2bec9e95820e0b7cb7a1b7ed8688a4f66dc3aa2c04d93b6908871dea4f7b3082,732,1829,121,,3,4.00
1,I,0x21f67a7a60937b9798a60d0486a0d3e909ae290154f12e71816dea8a10c18e7e,732,1830,91,220,3,1.20
1,I,0x7d8d50e27035b4a229a2fffee3df3b360b9b07af32a278262639afacf9a1cbe5,732,1831,61,,3,8.00
1,I,0xdafa1918bb0d0f2b04b0bb493e0b080d2c27293e64430279fccf6c16048a0806,733,1832,85,,8,1.00
1,I,0x596b341663e6b38f6418395e81993845624b223938dfe1a732b6a9078f7d0b74,733,1833,56,,3,7.00
1,I,0x8c9d6a11a7aca5849f0b7e9ab88ad85224f42fb2f8c6f40f32ee9730ab5bdae7,734,1834,83,,4,0.80
1,I,0x37de269cd7c16a6dd2c79c052b9b598cde8ddb1e5186559dec9eccc4285833b4,734,1835,55,62,10,5.00
1,I,0x6d06cc46bcc84df457c9248e7ab1fed76aecc6b99e12b2858a3e091d8d480ff7,734,1836,27,,3,2.00
1,I,0xb3186e240f431b4734ddea86b2410c4cc580ff1ab1e4ea4a833c6865078daec7,735,1837,58,,6,8.00
1,I,0x7ca08091567a4079870b77a6d50b87805a4caa559263e1a9161a36ac1c39edf6,735,1838,31,,6,2.00
1,I,0x14f904e9a1a799c7a6da29a48ebc28a06118c2c61618bd6d89a2f2c0fd39f6d3,736,1839,65,,3,4.50
1,I,0x11785137b8e031af2b7a69e212d31b87df8de41ba20706e25327ff4e15cbe28f,736,1840,39,135,3,0.80
1,I,0x9a70482bfa95994db318525e389fbbd3e16f3bf9f45340e7fb9f55730620618e,736,1841,13,,8,4.50
1,I,0xb29310faf4a200284f574eab8f045cbbf0e41d5ec0eb4c124c6c795c717c7329,737,1842,51,,6,2.00
1,I,0xc0275d35485d49580564fa3ba56ed968e5762a65e9ed41daab2d4a6d17b7e680,737,1843,26,,10,4.00
1,I,0x78627fc10ee0a7583f54e7ca1175bacee13657c268823b76edab9860054b410a,738,1844,67,,3,3.50
1,I,0xe08d42a663b75937e1da0c3ba07f3cfbca04f1fb1d292dc44e67812923a70c49,738,1845,43,114,6,2.30
1,I,0x0bc71876a173bcd54559bdd9aca528f313593ea68f8bd035ebb939e5eafec5bf,738,1846,19,,3,2.00
1,I,0xe7ed63cade31c2a3ea18bf5d9db197a24e1dd6f86a7e3ac1319874ad64517149,739,1847,64,,8,4.50
1,I,0xef1d7058ffe33130a2e51f20e9538be6652d56c89d6906e4e31e528a248e2a56,739,1848,41,,3,1.20
1,I,0xd2ee688b9abc94f60e37e1a581a47aa3efdd2ea1ce4969f5c9b9dc155da898c2,740,1849,89,,4,0.80
1,I,0xfac9f08ae56f788d817bafcc04e05dad3e05351e9e31cb2fbccd9a516580875c,740,1850,67,212,4,3.50
1,I,0xeff92e9a2c78804fb18d38038b21bec2824acb7ff9fcf97bb24dea9f370ccd6c,740,1851,45,,3,2.00
1,I,0x08beb87af85c124e29989c744d2ef313d5ca07bef4a25f5ead8ccd5e2e9da245,741,1852,97,,3,9.00
1,I,0xfe0c83a1f370a766b0ef1bc2f8b41ec0f5d7a54f8f1c864963a117eebcf68e05,741,1853,76,,3,4.00
1,I,0x585dd12e60f43c6969e499ca9bb132ceea604dd6fc400ba37b5fcbf5e620a338,742,1854,4,,3,5.00
1,I,0x6a17fc024e138eea5897c556f1b4d1dec1914264f257a83299787e792c7277fc,742,1855,111,157,6,8.00
1,I,0x45a6fea10df2ee7bf14b18d75b7bc813c867eb4fb58b3e5e572a93bce99e8e67,742,1856,91,,8,1.20
1,I,0x976c7c0afa87747a3e8ed5e1505b58828f8f0c673e7ea7875e326c98b321cc72,743,1857,23,,9,3.00
1,I,0xc63142edb1a40c32f79dfdafd7757657de15357ad5e918c7df09fe5c961842d5,743,1858,4,,8,5.00
1,I,0x737c8bf0fddfdb30243ab373357b7bc9b333e62f0a0faf2a10054f759d2a7d8d,744,1859,66,,3,3.00
1,I,0x4a7b798c4256bd57820588f5bc3f3919226155876ee63e5959eff557f067b177,744,1860,48,176,3,4.50
1,I,0x670ca9bb8e07ced81aa5f0409db5e450779cf17c8791c3b696ebee841639f899,744,1861,30,,3,4.00
1,I,0xbaee08d64365f5f4fcc8609fd7a1b173e84a9a97f9773ff3d7167f9bfdc3cfe3,745,1862,96,,3,8.00
1,I,0x4c17c8470ba3826f65093f4562bc60370780f9894f68f45a0b20c248a9583b29,745,1863,79,,9,1.50
1,I,0x9920172f2cb7f5127c3dfed2099bd7dd617f2ca260b47b28b5f03115676201dd,746,1864,21,,3,4.00
1,I,0xa325ca84c80a901d9e74b19787f757f071f83719f1f7426df77aff629993c049,746,1865,5,241,2,5.00
1,I,0x79dd76f9444366ed7de04a216cbd63b76a74f5a44447f4ef28cf0a273544861a,746,1866,116,,3,3.00
1,I,0x3119ade1e70282e4f6f13913638cd6de7a5c55314e17a26c4befef9ded2bd2c9,747,1867,62,,6,4.00
1,I,0x0d67fe688f82141a0d6acd58085c59e8c80df6deb08513754f3457f4e8500d1c,747,1868,47,,3,9.00
1,I,0xc5201545c6bd736a112e8de15ead6cb13ec23855de4c9f036b93ea80ba186d1c,748,1869,123,,3,3.00
1,I,0x090f9f7cd7decc9214dc8f4d18b300a0a01021b05a56933ca754002a902ede36,748,1870,109,329,4,3.00
1,I,0x04114966bb99a3521a887f9776249606ec6ee45079330bb6fad17e897f3e6608,748,1871,95,,4,2.00
1,I,0x8e7b86d076df1114dcd8b86819ea83f6f9e9e76abb0d74b7f67a2bfc66c0471d,749,1872,48,,3,4.50
1,I,0x3d6c941442da67645feaa314d15086b52fc6ad08d51896a0ae2a6be66ec449f9,749,1873,35,,7,1.00
1,I,0x542c2bd52587cacc2e81d8e10859537b1b206ab6e118adae6a71b34053e21e51,750,1874,118,,3,6.00
1,I,0x7ae7b8f741ddc504a185b321dd44b3a701b199427ceed74b1b081d9762835b2c,750,1875,106,402,3,7.00
1,I,0xaa601bbd9281a7e27419d5be77da8b44fcbf27b44e5333e46f20e511097c0bd8,750,1876,94,,3,4.00
1,I,0xf254ff8449340540f64f29ec560b8267629e30ebdc2db6f47f3dc081d4732362,751,1877,54,,6,5.00
1,I,0xa3bc0a1875cc32a0d3fff5449db18109e9989b125b6a05dfddeabd8cf577a09b,751,1878,43,,6,2.30
1,I,0xf4867adf3453c1ba0cf75ae404fdeb4808e78daff01a97319d615cafeb31d421,752,1879,6,,3,7.00
1,I,0xec8ef2eac676457326cd1d1b254cd8d497fc83d7d805473799544709201c5a1a,752,1880,123,466,3,3.00
1,I,0x2959950010cf51f17a0621f066974de240db0a79bfb1be58000de1620fbd5524,752,1881,113,,3,4.50
1,I,0x3ebd756d01d16c3e4af1ab2708edd5785608b9dfe60865203db2dd7bb4c0b482,753,1882,80,,3,4.00
1,I,0x95b0ec1d5803e2fae2d48854d864a3157b7cf087c20ff165fc3420313968c808,753,1883,71,,9,4.00
1,I,0xef1d7058ffe33130a2e51f20e9538be6652d56c89d6906e4e31e528a248e2a56,754,1884,41,,3,1.20
1,I,0x6f9439eb54304fdf021dc2827b0dd5df136a8d9686d46e7a87dfcbf79c303a8a,754,1885,33,197,6,0.80
1,I,0x0cc7e3896f84e3b9e293dbe9f58cb76ab6a04704a39574f9734b5394ea3ff314,754,1886,25,,8,7.00
1,I,0xb5977a6c9163080551323a19409a559c348f288aff787911a6f90ae79c2c17d1,755,1887,126,,6,4.00
1,I,0xf41a17c2aaf39993ebad83227449de165ce3a21141c8e5c877ae5098c7ecacfa,755,1888,119,,4,2.00
1,I,0xbaee08d64365f5f4fcc8609fd7a1b173e84a9a97f9773ff3d7167f9bfdc3cfe3,756,1889,96,,3,8.00
1,I,0xf7b0441a968638111c9f9ba2826506a3afe6e8d2d80f1cedcca6add05070bab3,756,1890,90,100,3,1.00
1,I,0x7b3edaa5f204788ea5891cf6de832a0c1c6e3c8e40b73768360116ea385d7cf9,756,1891,84,,3,0.75
1,I,0xae28e8f48102e0039386b6e74767b1c9b1beabb1ce8488f1e80fa4d6835cb9ab,757,1892,65,,4,4.50
1,I,0x3eb09a24013e081e4ff50af00610ba2907ec6c3b0edec42438be1044d6543b2c,757,1893,60,,3,0.50
1,I,0x58ba5bd152d555cf3eb6956680b7f7aaab74205771c1bec76867c4c70421907d,758,1894,44,,4,4.00
1,I,0x0ba850b8926c74210135736f91590ee1a68a7c49b33edf5e372746ee4b8a9c7c,758,1895,40,161,4,1.00
1,I,0x79e8abbb06ca4809ee25aa6cb5e82a3471e9191aad6d8b56dc5aca2dc101fa39,758,1896,36,,3,0.50
1,I,0xfe64165e4d3ccf858ba78b4bc20945f628fe42a6fbfae52cd92e4838e57ddfb7,759,1897,24,,3,3.00
1,I,0xcf1b2970232c9a57599b859cf0e9f3065980cfad5157e914f13729fb3dde25f3,759,1898,21,,6,4.00
1,I,0x7bfa9bdecc88d6955ea6ef22c3e20d3e445d2e4a5446a1b3967a5deaf15061f4,760,1899,12,,3,4.00
1,I,0x881fbcb2a3f21bb1fb93c961a34206128f6fa0f46b00d7bb72a3a5b5ea68955a,760,1900,10,286,4,0.50
1,I,0xed6a84cef6c700f8a3a3b024c5f67c1e8df255030c7d21e1a776a7b6078b5360,760,1901,8,,4,8.00
1,I,0x5174b44f1d54fff0f4e59a5df01fb3701b71a0df896caa4e7a699acd526ba4b2,761,1902,3,,6,5.00
1,I,0x8ba592ea48317cac3c3729fcdb78a2c68f2834fca72843a124b4caaf69ffc118,761,1903,2,,10,4.00
1,I,0xc35e74417540decced8fe42f34955957f00cc7f850b8ac2142ca0e491d6c285d,762,1904,1,,3,2.00
1,I,0xf62ed00703a92c486851d70a8cc6153ef0fc1318e5b034e3b8f2bfdd5e77b7df,762,1905,1,382,6,2.00
1,I,0xc35e74417540decced8fe42f34955957f00cc7f850b8ac2142ca0e491d6c285d,762,1906,1,,3,2.00
1,I,0x8ba592ea48317cac3c3729fcdb78a2c68f2834fca72843a124b4caaf69ffc118,763,1907,2,,10,4.00
1,I,0xe89832294ada2fa4f83fec82b571b297458125ca1c57768a13282c9cbb22024a,763,1908,3,,3,5.00
1,I,0xed6a84cef6c700f8a3a3b024c5f67c1e8df255030c7d21e1a776a7b6078b5360,764,1909,8,,4,8.00
1,I,0x334d0e2771d8618b6c5c8375f1cd21243ae38adf7ae683aee3d58246631a1216,764,1910,10,333,4,0.50
1,I,0x7bfa9bdecc88d6955ea6ef22c3e20d3e445d2e4a5446a1b3967a5deaf15061f4,764,1911,12,,3,4.00
1,I,0x9920172f2cb7f5127c3dfed2099bd7dd617f2ca260b47b28b5f03115676201dd,765,1912,21,,3,4.00
1,I,0xfe64165e4d3ccf858ba78b4bc20945f628fe42a6fbfae52cd92e4838e57ddfb7,765,1913,24,,3,3.00
1,I,0x79e8abbb06ca4809ee25aa6cb5e82a3471e9191aad6d8b56dc5aca2dc101fa39,766,1914,36,,3,0.50
1,I,0x3530d1292ee99fb7b7d4879b2804378dd68a53c22deac693cbf33a8d92ecfd48,766,1915,40,416,4,1.00
1,I,0x58ba5bd152d555cf3eb6956680b7f7aaab74205771c1bec76867c4c70421907d,766,1916,44,,4,4.00
1,I,0x3eb09a24013e081e4ff50af00610ba2907ec6c3b0edec42438be1044d6543b2c,767,1917,60,,3,0.50
1,I,0x2c10570d9939a8922845f55002052a314799498a08152086de8639a8a8fbd467,767,1918,65,,10,4.50
1,I,0x7b3edaa5f204788ea5891cf6de832a0c1c6e3c8e40b73768360116ea385d7cf9,768,1919,84,,3,0.75
1,I,0xfb7648ce4069dec9b20f6f50900b9ad7a3e0c6fa74e3f00dbfa8265cdd067b5e,768,1920,90,575,3,1.00
1,I,0xbaee08d64365f5f4fcc8609fd7a1b173e84a9a97f9773ff3d7167f9bfdc3cfe3,768,1921,96,,3,8.00
1,I,0xd5ccf30b6f21e125b9d36886ceff2d5241e44b0029d3b16b8cad87aeae92e38e,769,1922,119,,10,2.00
1,I,0xb5977a6c9163080551323a19409a559c348f288aff787911a6f90ae79c2c17d1,769,1923,126,,6,4.00
