"sys_loadingid","sys_cdc","sys_checksum","bestellungid","kundeid","allglieferadrid","bestelldatum","wunschdatum","rabatt"
1,I,0xad78d060e43a232087296570353cc6b6d7828ff59c8d24c1463991e9371ccbfb,484,"162",242,2022-03-07,2022-03-15,3.00
1,I,0x3cf0faab5177bf677afd600438dc4efedcc66f4ce6ba4d10ab3beca08a81e631,485,"162",451,2022-03-07,2022-03-12,2.50
1,I,0xebf0d78d80a29ffb741f27ff9a1e533306d0c7bbd442d1526207443c2101d4fe,486,"162",488,2022-03-07,2022-03-10,1.50
1,I,0x9b7faf0757983996eac90305e507a5231975d68d740d6f8d93bc6b400802074c,487,"163",68,2022-03-07,2022-03-18,3.00
1,I,0x3f28163484912155e08954d4afd7ced4600ede32673c15ff3c6ef2e4395430da,488,"163",320,2022-03-07,2022-03-17,3.00
1,I,0x74f5b47e3d8168c3ff851ebbb50f6b275d0f5590e7ded4d6aa3ea625275f2b45,489,"163",663,2022-03-07,2022-03-19,3.00
1,I,0x55fd25cef24e7741edb506a125b96e6c3f9bb68b5a979fde8c4429da5c38fd3c,490,"164",232,2022-03-07,2022-03-17,3.00
1,I,0xf895b26e5cadaf05c13e891cb9d9b05bd41d63e2b17163c0b8eba68bea5c24b2,491,"164",602,2022-03-07,2022-03-14,3.00
1,I,0x3ce825d65a5fcc7e5bf27bbfa5d8d0f19e648b42727c69746b31d847a240968a,492,"164",711,2022-03-07,2022-03-19,3.00
1,I,0x67c8e84cc7f150df5a023883552f0798488948e041b3fa5f69d18ba4024123e5,493,"165",108,2022-03-07,2022-03-16,3.00
1,I,0xb441b6e0f2ad54bcfbefa5c7a89346b9fd85a4d165b0f66ef7b372f4a6de6b5d,494,"165",231,2022-03-07,2022-03-16,3.00
1,I,0x4f0ea052b87e8dca5724a4d18a03fb69738733daba78b808ffcea829df5e0f91,495,"165",590,2022-03-07,2022-03-07,0.00
1,I,0xe809be4649be89c3b66a8776ed20e24e487360da5a39181d1305152aecaaf575,496,"166",12,2022-03-07,2022-03-19,3.00
1,I,0xd2ed58f8e86b10ea219a64e5822142cf05c678d9bce46c633732039f47217cea,497,"166",129,2022-03-07,2022-03-10,1.50
1,I,0xee081eb64e7218d805006c66ba30cece6e6c59667c4c2dcf170ddc207e4795c0,498,"166",457,2022-03-07,2022-03-13,3.00
1,I,0x3162add73feaf65954cdecc9ab806deacee122acfe5201d4215c0443d540eba9,499,"167",369,2022-03-07,2022-03-13,3.00
1,I,0x38364a0d541b0e279a8f610ef781a6bfd12363a3c7e3f394a8027471a952df7c,500,"167",375,2022-03-07,2022-03-07,0.00
1,I,0x37e9d0fc3a01c4076daebdbf9629898835dd746071ce7b40eab0bf9275683aee,501,"167",782,2022-03-07,2022-03-19,3.00
1,I,0x22c0c000c28b77c42653a8aea83d4c5daa8ea1f926738b813767d72b8b84c321,502,"168",647,2022-03-07,2022-03-21,3.00
1,I,0x337569edb351d99d3796f7333b04acad72c31650a6ad99b0a486dc10ea3f0900,503,"168",648,2022-03-07,2022-03-16,3.00
1,I,0xeab7c1919086a32722846b20c49353774b1bcedf369813d6c40cd47ae80b18be,504,"168",732,2022-03-07,2022-03-10,1.50
1,I,0x6b7f11315e5da08cfb8a082a00caebd3877610b647f22fb7a638a0bd74144e80,505,"169",244,2022-03-07,2022-03-17,3.00
1,I,0xcecc7088e5860cc7ea80f5715bb465e9d3c104d51f3340877a1a01af49677071,506,"169",512,2022-03-07,2022-03-14,3.00
1,I,0x67acb971b141aca865031c8e16e198de8358e17f9b8cee08f067904f6b0f72ec,507,"169",716,2022-03-07,2022-03-19,3.00
1,I,0xfd6b817afd85a59274eaeb891c46b7220abce51b31052f3f9cefb9cc6d4b8cf0,508,"170",83,2022-03-07,2022-03-21,3.00
1,I,0x3a1d00df7af1648ff5c7194c36fac7202dc474c41dc341d3ce3fb1bb4884e4d7,509,"170",486,2022-03-07,2022-03-16,3.00
1,I,0x6afc4914171c32b0dc0df23cb9ea849cd468747b03c68f9ba8108379296f0422,510,"170",676,2022-03-07,2022-03-07,0.00
1,I,0x47b4f16140d014f339e27cc02342067f9f94b6659d8fcd85ad87947ec85c109b,511,"171",33,2022-03-07,2022-03-10,1.50
1,I,0xb0307e368161977c6b9d3bc98b6a00d305b317cff8ec4162b9a713a9236df3de,512,"171",300,2022-03-07,2022-03-07,0.00
1,I,0xb5dbd018ee424201fa2bb939388dbb07c9dd6a397fc472521f8bd9fc601bf7c4,513,"171",381,2022-03-07,2022-03-10,1.50
1,I,0xa6d971566df6fb2c8c77dfa6cf72e08816a7776ef7fe4155fc8c5b3eb475a092,514,"172",107,2022-03-07,2022-03-15,3.00
1,I,0x53381389832040ff4924bf331491700dbeda7a40dbb87ae67fc9daed6c474265,515,"172",190,2022-03-07,2022-03-12,2.50
1,I,0x39a63285d62e88fa22f7e611e27d98184dc899340df42f69cb804309099796ac,516,"172",309,2022-03-07,2022-03-16,3.00
1,I,0x93b1ba297f50d3fa0e954588f448e9421dbfd7bd6c16e831b7f0316c39f42a7d,517,"173",410,2022-03-08,2022-03-13,2.50
1,I,0xa1c7dcc5c2afe3bf6f849247b496929882ecf68125e8549a96dd91d400688033,518,"173",546,2022-03-08,2022-03-11,1.50
1,I,0xdf61ea168756686d70c3370071ffe4c6530ce44a33407123805fb7f9e45f1814,519,"173",724,2022-03-08,2022-03-14,3.00
1,I,0x66dbb34322845a77a079588d6bf2e5cc21859e4b04edb4d5c5435ae6fccaf095,520,"174",123,2022-03-08,2022-03-08,0.00
1,I,0x3ecfe035a2a399178ddc69e7f7ecb7d2a6b01744d3143e625d63dccf1629cd4b,521,"174",427,2022-03-08,2022-03-10,1.00
1,I,0x55f3581dd1b80a58449f3784fcceeee188c293506051e3c8de16a5b711741e62,522,"174",672,2022-03-08,2022-03-17,3.00
1,I,0x33fe74e1de0283c910ddb72714a15a50985c5f93213d1873b24d75d54edf937c,523,"175",218,2022-03-08,2022-03-22,3.00
1,I,0xc433bdd922a7884c299dc37c94d5b4c76a2f724bf60c454f99f72bc6d52c491c,524,"175",518,2022-03-08,2022-03-15,3.00
1,I,0xee2f79c2546591422ff1e68c17e2557b926953277a21237c8a2b1d6ce411615a,525,"175",774,2022-03-08,2022-03-08,0.00
1,I,0x5bddea30defe8edcf5d512852061482cb9a131c1bc9733613e8acad30b6630c6,526,"176",554,2022-03-08,2022-03-22,3.00
1,I,0x3964163916f401b1a493fdf2d64c5925ac4502fe86f90774cab2b033223e8e0b,527,"176",587,2022-03-08,2022-03-12,2.00
1,I,0xf25f06bb851060fbd26033a70b26bb94769073f690b4f51a56ed8d8afd495cc5,528,"176",713,2022-03-08,2022-03-17,3.00
1,I,0x3762fd3b552a2918edb2fb429423d572327043e55e1a9690ba412f216747ff9c,529,"177",17,2022-03-08,2022-03-16,3.00
1,I,0x96f67e8d612d7314b2e6147ebb5173d2d55ce3003c5abe547e4a3adc1d1beda0,530,"177",228,2022-03-08,2022-03-08,0.00
1,I,0x76d413fe83cc278e0f17da281e864ee44f665a6c0bec9aeb593a9ca0c973b9a6,531,"177",571,2022-03-08,2022-03-14,3.00
1,I,0xde315dc84045f412b9b823c7e64ad665e1085e53c01c3478f38382a5bc6908f1,532,"178",184,2022-03-08,2022-03-21,3.00
1,I,0xd0c7892fd2e2b11ef56466f31614011fe232495fd86c46dbfbd7ac9fff26cae3,533,"178",316,2022-03-08,2022-03-16,3.00
1,I,0xec00d8ea671f232d03ec89a088f9ad6594f4e7ef53743e8cfd2215c98d1477ed,534,"178",795,2022-03-08,2022-03-08,0.00
1,I,0x76f62a780c3e50df31e5b7e3bc53bd7fac7d84efd41e09e85cb0548f41d135fb,535,"179",14,2022-03-08,2022-03-13,2.50
1,I,0x88903af3eba4fc37a5f08809383a4fd7e6eb585cdb874156d413c551601ffc67,536,"179",25,2022-03-08,2022-03-13,2.50
1,I,0xf010ac30ba1d964e2fed879d791564efe92508aa2a624acbd0f57f028de99e1b,537,"179",730,2022-03-08,2022-03-08,0.00
1,I,0x595118b21280eaffa5a253a29b5016eef8f09f27be99e5980db2ba03588a69a5,538,"180",292,2022-03-08,2022-03-09,0.50
1,I,0xbe95d07f96c0995dc74577537eea9c02d9e311c8199c5ca1a2c7c4ee38a35fe4,539,"180",298,2022-03-08,2022-03-10,1.00
1,I,0xaa657b4eef2700ad95935a75fa46cfe968807090eb8bf4120068e59fd06ca4c9,540,"180",640,2022-03-08,2022-03-08,0.00
1,I,0x9d71f51b9b48cab2e07ef9367868a65d3d9138e741e910322ed14723bb39ed35,541,"181",96,2022-03-08,2022-03-14,3.00
1,I,0x4a6771f304e93455d8b0aec4455f8fee468185aa508bad0a02d30af0d5ac8079,542,"181",443,2022-03-08,2022-03-09,0.50
1,I,0x3ef474c49fce5427363d103fd8021f56ebab8e03ec4d2f4e0475c602be4def56,543,"181",653,2022-03-08,2022-03-17,3.00
1,I,0x5991890d9aa90047c60e0d619bc998c0627d4edd107757ef9b59846f25fde66c,544,"182",31,2022-03-08,2022-03-12,2.00
1,I,0x4466af11207b3f112b710376c96a4f101173b705c3bcb8572be698915de24589,545,"182",226,2022-03-08,2022-03-13,2.50
1,I,0x596b71f63aecff4a2a35ad1a8d7f30522069f17ebb0343923dc6498a16605e31,546,"182",626,2022-03-08,2022-03-14,3.00
1,I,0x0a70bd787422aa062a001d6e8c4fcd081dbc04a2bd5b61227f599317720e148d,547,"183",75,2022-03-08,2022-03-08,0.00
1,I,0x18a9ef542c8a0b83dd642670fe9c85d3f6ceae2f493377191f4d670fbae3feba,548,"183",304,2022-03-08,2022-03-10,1.00
1,I,0x598be2b1765148d70bef52d27ed9bf34dd3154696968233a63af8830490d87fa,549,"183",603,2022-03-08,2022-03-20,3.00
1,I,0x25828a9a7d84931144a91b238db2d6983e8c1422a767cd242d5205e027b21524,550,"184",356,2022-03-08,2022-03-13,2.50
1,I,0xc2d774f7864f97ea9dfb6128951ab594c4e120b77e6a70b980f339a31d1e2f7e,551,"184",534,2022-03-08,2022-03-17,3.00
1,I,0xbc2a13c13e94de7a2a006b5f0f3cdab0cda4c91003a1fb922b727132fb54ebc1,552,"184",734,2022-03-08,2022-03-11,1.50
1,I,0xefad397b9f2ed76973cd64849d69ed3137e3895a2d6e42ee0c1f5a4844951c6b,553,"185",233,2022-03-08,2022-03-22,3.00
1,I,0x1e55d0821297847e0a3b057fbdac7de19e0c2ef2bf0c279d62629b32f262c948,554,"185",425,2022-03-08,2022-03-18,3.00
1,I,0x4c9ab62f92bd3c6d093318c5ff1ad294e4fb33ea6d8c8adc89478e3daeaa8a26,555,"185",435,2022-03-08,2022-03-08,0.00
1,I,0xdd5ed7fa0bdef4045e41ac3433e51a336510e7bb57d9090c1ebb8e3df7e7573c,556,"186",378,2022-03-08,2022-03-11,1.50
1,I,0xee41e20fdede77ac34858099faec1192d7036b2f45d80dff5dd451ab6161dcf0,557,"186",493,2022-03-08,2022-03-19,3.00
1,I,0xc304eefaa7c3adf7ed8d720d039644a9b153f86c49b3acd29add5e53dda91f99,558,"186",751,2022-03-08,2022-03-11,1.50
1,I,0x26f6836daca22f976d25cff8a5f4cf8f3a660da9a7618942d295d7c8d310dbf5,559,"187",35,2022-03-08,2022-03-13,2.50
1,I,0x86d70402bc7af51e9a60ba6ab9cb85830681fdb46f84b9195efd3020287989a9,560,"187",454,2022-03-08,2022-03-13,2.50
1,I,0xd23006e1fc50e3f821c0d8fc05458b4dda28e16b22ea95e4ab1888dc0a9d5902,561,"187",556,2022-03-08,2022-03-14,3.00
1,I,0xf136b966ab51dba90ff6f6da0919dea1bda7d2096797648ac33a7870f49f808f,562,"188",216,2022-03-08,2022-03-20,3.00
1,I,0x44123879918a38aebce3f8ca20108a0fb056a4b8a60be8fa99a95d56d8fc2415,563,"188",698,2022-03-08,2022-03-12,2.00
1,I,0x73317d31f93bfbbacbfb7bb37969ff78253667946cab0087b747bf67f9e95af6,564,"188",787,2022-03-08,2022-03-11,1.50
1,I,0x184ebf5dec7ea81699bac766aa5da0e9381a0be3b766109be22e29fe62eb22ec,565,"189",52,2022-03-08,2022-03-18,3.00
1,I,0x014999e081fb1927be392b7ac23023fe3e6dea8ed781b465c2c26a001843c69a,566,"189",198,2022-03-08,2022-03-11,1.50
1,I,0xa98ee351285dd2e7628364a854e2f2d7257047003b44f1af6713e94486e3afe3,567,"189",489,2022-03-08,2022-03-11,1.50
1,I,0x476a2de921097effc3415b277d3427a4f9cd9222750bb552c3157ec46eee534b,568,"190",88,2022-03-08,2022-03-12,2.00
1,I,0x5cab70e618696a583dc08aad3eb9ec2f14bdd90590e4145e45ec7462261b5422,569,"190",142,2022-03-08,2022-03-16,3.00
1,I,0x28fe99d91cd70e5f0f2d1aa994abe4185cb38d3e7591b6853606c137682ff162,570,"190",163,2022-03-08,2022-03-08,0.00
1,I,0x3f30a59aa1bcbf9760e4010dd614e76c90736b3222ef4e67e0a3dd9792936265,571,"191",359,2022-03-08,2022-03-22,3.00
1,I,0x49ab3c09f599ed357515b1dde39be8207ac295549a008b6f1a1892a5098bce16,572,"191",430,2022-03-08,2022-03-13,2.50
1,I,0x4e0114df7d7d4b6edc465264689af667af7cdce4c926224806c9f1b0a761050b,573,"191",439,2022-03-08,2022-03-20,3.00
1,I,0x5c23becb26fa6c7fe826ba748c593339a355b06fc462da696a20b2cd78b22264,574,"192",332,2022-03-08,2022-03-16,3.00
1,I,0x49cf7319064357a7cdaa9620dfb52eac8eb1db821eed4a9362bcaadae598934d,575,"192",660,2022-03-08,2022-03-08,0.00
1,I,0x49e67902e08053d7949fd52cdae1338124fc0085b5b3740a60ce9a192a1f9eca,576,"192",733,2022-03-08,2022-03-11,1.50
1,I,0x14e19047a0bf8732d08e73087e52488bc28736a8cfbae379611ad76a17a54d72,577,"193",201,2022-03-08,2022-03-20,3.00
1,I,0xfb3b15fbfcf246f546d6e07c9c646ea8fc7f2360468021a85f727b54ca8a47ab,578,"193",446,2022-03-08,2022-03-21,3.00
1,I,0x85300648167347567371c5552c605aa66b9ea089c66a8167026292642b6d726f,579,"193",563,2022-03-08,2022-03-20,3.00
1,I,0x55aec64ea59982e5ecb08257b33fb752f77f1e2b9c5ddf830d1cac1b85e826ea,580,"194",345,2022-03-08,2022-03-08,0.00
1,I,0xe3a9475aaaff3a7690672e5b2f84f0566e92b44e6c38c4e03b656ea544ef5b7a,581,"194",406,2022-03-08,2022-03-19,3.00
1,I,0x632ca248fdcdb793dc30d9d586862c108a5feee043fe1ad6896500c8b4026552,582,"194",519,2022-03-08,2022-03-11,1.50
1,I,0x4d3b5b6f1064594aeee833b2c24516c37f66a4d63ebfb673c16c77baae55cd1b,583,"195",34,2022-03-08,2022-03-15,3.00
1,I,0xfdae2f52a328222b7573105d4bfbeb461aa450c84521412c08e13e41eeff4281,584,"195",186,2022-03-08,2022-03-17,3.00
1,I,0x29c5c8bb629e437b7e6fd5be01662648ac008233fe537fec99de56a1b405ab1e,585,"195",299,2022-03-08,2022-03-08,0.00
1,I,0xa33ac037c81c0d34ccd3323a2378b7541efb1cff16dda3c58c831075225478b4,586,"196",146,2022-03-08,2022-03-19,3.00
1,I,0xd95525976d06547caf947b8baca427620895edd996ef8e87406250545d896af8,587,"196",340,2022-03-08,2022-03-13,2.50
1,I,0x3c17b8987a28a390b6ceef5fddec07ae624de7906a4bc953fd5522242248a192,588,"196",349,2022-03-08,2022-03-20,3.00
1,I,0x1ac80c4b1a2b885ccaa461cabe09ec2e634411c070b54613267a095ad284fa33,589,"197",258,2022-03-08,2022-03-20,3.00
1,I,0xc4a0298b94b9687c460be9c085143525ad8f8d05f2b5a94265ae37c0ddec3e80,590,"197",283,2022-03-08,2022-03-13,2.50
1,I,0xd87273d480ed413063a1a40eb07bd7a8dbfa4a746497b9e7e61456550aed351f,591,"197",743,2022-03-08,2022-03-11,1.50
1,I,0x8ab35a57d569fb23e80e8b08dfa84e9439dc03bd267f668b7763953cc04a632f,592,"198",328,2022-03-08,2022-03-09,0.50
1,I,0xf95146251b5d054287063d84a98d186d9593467334d15da4fc4a01bc3af7c307,593,"198",371,2022-03-08,2022-03-21,3.00
1,I,0x0524159b2db9a0ee4c23f872fa63758aaad6e627c043e51283c4b46c33c1bbd1,594,"198",714,2022-03-08,2022-03-14,3.00
1,I,0x8d2417087753db1c4423d46449baad5fd13866829e0dc11f2546777ca68eb041,595,"199",268,2022-03-08,2022-03-18,3.00
1,I,0xeb2c0f1a61133071e49b326e6ca4f01692e4bb02ef349b2e83ef24f85e1daada,596,"199",305,2022-03-08,2022-03-18,3.00
1,I,0xcba4650c5f93b154ed3df4dc0d74885b38a190fae8114bf69ece036c33cee6a0,597,"199",481,2022-03-09,2022-03-21,3.00
1,I,0x774b2549685c00552100b32e8bc18151dbf846aa633a2a1ae397aaa92a942c50,598,"200",44,2022-03-09,2022-03-11,1.00
1,I,0x263f8e02e4a8e4ef04e1a77d173037a79788443764001721b6ed4647ddb1bdbd,599,"200",470,2022-03-09,2022-03-19,3.00
1,I,0x9719ba96dbf589cd41ea4c42540c2cb6a8414ba7a9e6b964fded10aa482c3703,600,"200",800,2022-03-09,2022-03-09,0.00
1,I,0xabe1693915743122056c068da4911dfead14b6f05337876c7607acd424afc514,601,"201",441,2022-03-09,2022-03-15,3.00
1,I,0xf25405d20021c7e3960e7da09e3b138d189ce307f640054342503a32b4b8da36,602,"201",477,2022-03-09,2022-03-18,3.00
1,I,0xb9ef99dceb67a76583f88e45e4d0e6c25c1b3e928a20a9088c331bfe7d6104d4,603,"202",279,2022-03-09,2022-03-21,3.00
1,I,0x9fc5a6c344d8bec98501b336b85ae1ac79ebfb6813368291eb51f6b8e8235408,604,"202",796,2022-03-09,2022-03-13,2.00
1,I,0xb640784f07c3cd9634c03ce4fb36a96be42a336b7ec23caf7811c8efb58cd2ac,605,"203",450,2022-03-09,2022-03-09,0.00
1,I,0x431d41a62737986f836d90b641b5b1650380e2cd58c3f2d22ac69e51fe1975f1,606,"203",764,2022-03-09,2022-03-18,3.00
1,I,0xd9cb075176ccf0b64560d64ed898ffc41d8967c347b42299a64e1f48d0750f9c,607,"204",522,2022-03-09,2022-03-18,3.00
1,I,0x4df1466d8742f5aca6bc1c0e3ec5dda648de18613e505a9ed4fd292830d763fe,608,"204",771,2022-03-09,2022-03-12,1.50
1,I,0x0bf810809bd0d3e895b7e636caf796b73f1398f8cd9a42247cc6c898ef5eb157,609,"205",97,2022-03-09,2022-03-12,1.50
1,I,0x18e681a8da3dc0aee06c9aff6c697690bdf2820b6c0c0813627c011798f8422e,610,"205",362,2022-03-09,2022-03-14,2.50
1,I,0xf51858a94ac52b66b8d0207c88b502847db2a3e429c01489e60d2a76ca224cc5,611,"206",65,2022-03-09,2022-03-19,3.00
1,I,0x893778c9d9a631f96220fefe57b2b0d34f2ca70d0996711d02eb81fb09f71d50,612,"206",635,2022-03-09,2022-03-09,0.00
1,I,0x9e10270c705d67558b7ad44d18fa89f5954a138b3e1c26ae24326a779bce3baa,613,"207",15,2022-03-09,2022-03-09,0.00
1,I,0x10e11b2c0c1c4bd55395b04c0112e7dad3662e544bbbff5a4f3e4c9a045692c1,614,"207",452,2022-03-09,2022-03-22,3.00
1,I,0x8b2c16375eb7149ca74d1cf792434b6b0420146eb873005195436126b75de98e,615,"208",379,2022-03-09,2022-03-09,0.00
1,I,0xf1c32058916437629d4a5c948777a93eeb288430ee0eeae4e5fc84137bf57fdd,616,"208",535,2022-03-09,2022-03-19,3.00
1,I,0x8c4180ed113c3b15cefa5df3ee76582ff15c1d0135545c2f6d9bd3163e570188,617,"209",126,2022-03-09,2022-03-21,3.00
1,I,0x5b94ca6e0677335c4f34a5fcf8591f134bd5c3da2e554c254b12e27088234bfc,618,"209",155,2022-03-09,2022-03-09,0.00
1,I,0xa21036e450e5624043c7ab887628f4d1a967a396028301e71e5aca91f7d84d6c,619,"210",133,2022-03-09,2022-03-16,3.00
1,I,0xe31bae4f16bcab264de864d3fa1f49473354c799ef43573cf6936e452d9f1f7e,620,"210",637,2022-03-09,2022-03-14,2.50
1,I,0xd5106760c590827b77e9761d5dcd98a2e3091ce604e0a84b514c2887cf8ade3f,621,"211",649,2022-03-09,2022-03-18,3.00
1,I,0x7d3d66beaed54b3f6f54ddecd58b2422c957a9da8cd2f2b2fa4762eacb83334e,622,"211",704,2022-03-09,2022-03-17,3.00
1,I,0x545fe9531321f9b981d01208b4f9bd8a7e6ac86a11cecffc85a212cc72acb090,623,"212",192,2022-03-09,2022-03-15,3.00
1,I,0x9f017a9454df2286ae80de013df4aa94b862450f114a454eab49410a29284990,624,"212",444,2022-03-09,2022-03-15,3.00
1,I,0x968c593b15b8daceec5aa2cabc834ea8e42a3890ef19785a3ab2dfb0e52d5ad8,625,"213",72,2022-03-09,2022-03-09,0.00
1,I,0x54287a056917f155d2c884de2a864c891ed20f15dd0b5dd8a9a1e8665ba3beef,626,"213",195,2022-03-09,2022-03-09,0.00
1,I,0xb134e9e1de8e6a8b5809d0c0a208b3defb7854eca97fdc94c8de3fed2f3717ef,627,"214",202,2022-03-09,2022-03-18,3.00
1,I,0x055e79b787d36536c57c3ebb9fb7000f2459569931aec558ab9fdac9a39baa4b,628,"214",756,2022-03-09,2022-03-12,1.50
1,I,0xb7d7739a416ed9d2bad671811b1d104ece6a4b1ac7da222897fa483677e9f777,629,"215",187,2022-03-09,2022-03-17,3.00
1,I,0x2206de17910d18c3a4a6ef93a81be7324e46e1c7863706f55d2928535c9e99ba,630,"215",658,2022-03-09,2022-03-09,0.00
1,I,0x2b44d1cc01bb8c960d777e48a06324fec4f49ec39dcf9bb14e98be266d5e918f,631,"216",194,2022-03-09,2022-03-23,3.00
1,I,0xec3e8427139c9423eb924da705cefe89b46e267e61960cc223a52f968c589e63,632,"216",661,2022-03-09,2022-03-11,1.00
1,I,0x0da4a892bdc87b67f026e76d59d0147dc45900e82f8764ce9f41c27ade1ee115,633,"217",5,2022-03-09,2022-03-09,0.00
1,I,0xc9c92cfce7ca7954ceb22eda301545dce68b9704270c5e818505e6f91b18ac67,634,"217",380,2022-03-09,2022-03-14,2.50
1,I,0x8902c4a8b102d74166ea986d64a62719c8cee12bcc129d3b502dc50f9740f740,635,"218",182,2022-03-09,2022-03-19,3.00
1,I,0xd6ac58c61d243ce2dc32ad5f99c391db7167b07e975b61e386f096dbdfb13965,636,"218",692,2022-03-09,2022-03-21,3.00
1,I,0x98f35e16adbf077b463e5186d02858baf68550b96f1675a1506d268ea142f8cd,637,"219",367,2022-03-09,2022-03-13,2.00
1,I,0x9a6b67a14a3db2294a244fcb155e994bff0454bb5ea85a472c7f7e7aa5723c3a,638,"219",510,2022-03-09,2022-03-09,0.00
1,I,0xaf1e7be244a807cbcae5490207e334927d404a4b543a7fa0e69ac7b79d136354,639,"220",57,2022-03-09,2022-03-12,1.50
1,I,0x01d17bd87a0a6311c36c7f38a47406a5c6949a0603d474e0bbf7e4de541b98fd,640,"220",557,2022-03-09,2022-03-14,2.50
1,I,0x048a66685c0bddb621996abc91b6bce870ab4fff465e1e70cf5eb49a443f1393,641,"221",296,2022-03-09,2022-03-10,0.50
1,I,0x5012170bba27132a997b81dbc2e0776b83c7ffb470060df46e3384c0457f29fa,642,"221",699,2022-03-09,2022-03-12,1.50
1,I,0x5dc99e4bc4c4de6152b18ca244ac2d1da282fa178d2008b163fa98023f00ef8a,643,"222",540,2022-03-09,2022-03-09,0.00
1,I,0xc944f61bbf2c5813cd52b724c2aea700c3e5c4cd1cc6c2a5a613ea7924157761,644,"222",748,2022-03-09,2022-03-11,1.00
1,I,0x97732b58defc16e322008574e1fdc7e1e4b1e4cb38256e4f9882f6703cd09b52,645,"223",385,2022-03-09,2022-03-09,0.00
1,I,0x3c773f563516483b6e9e51fa795cb403039e810ce2162d1680d118e36a6473cc,646,"223",608,2022-03-09,2022-03-17,3.00
1,I,0x8a272be4d9f7a5b63a0b59a7a3309b2159220b67a93f4b76239cc6a16372bb12,647,"224",183,2022-03-09,2022-03-15,3.00
1,I,0x47dec2a69ef37ed877d046895175b9ec619db456bd14e3582549c2d6a2cbf46d,648,"224",746,2022-03-09,2022-03-12,1.50
1,I,0x13c260454e14ebed8cc5fa4107eaaf33a405ffa7a6aafde500e38ed39c519d0b,649,"225",255,2022-03-09,2022-03-09,0.00
1,I,0xc6fe54b655e87f2170304119b1c57afd901bea415b8ba9e23ea0e691488f151f,650,"225",478,2022-03-09,2022-03-14,2.50
1,I,0x14bd5e40d12aba9dd9933a34d4670852c5d2a75c090a9117988bb607274fac4a,651,"226",116,2022-03-09,2022-03-15,3.00
1,I,0x1d031a2c749bc4d57b368b875a6092493b9c971474119054eacee2399a25b8fd,652,"226",409,2022-03-09,2022-03-22,3.00
1,I,0x33bd980ac907c200a72c7cd715f8e0e9b5b4f59b6fbcca49166afd73b76c42be,653,"227",475,2022-03-09,2022-03-14,2.50
1,I,0xc375b09694d229e2506914952dfff20e8b157da4eebfeb83e34373491ca5e6a4,654,"227",553,2022-03-09,2022-03-21,3.00
1,I,0x00b831245bb87a723958d94bf62e1625cd26203fd996c1d7b6ff3336194251e9,655,"228",366,2022-03-09,2022-03-09,0.00
1,I,0xa1181d330080a31a322e2356a17e1b19b0826c21259d20f6e6629fbdfd9d8328,656,"228",772,2022-03-09,2022-03-11,1.00
1,I,0x21acf7b7d84ee25e086b3da33e265f39147f33c5b88d795e2df39f9d098c53d7,657,"229",434,2022-03-09,2022-03-12,1.50
1,I,0xbccd8ed8f33fc9d4806c96fd475c5f39af1208c55d18a6de640333316b22452e,658,"229",629,2022-03-09,2022-03-11,1.00
1,I,0x55efd6d5954e0486da7bd81bdc1118cabc0a52f1dbff58311bef70e1841f0d89,659,"230",621,2022-03-09,2022-03-18,3.00
1,I,0x3ea21d54d0775034cc7bcb57a2fed3f606d8408bbf5cb3a8d3f530406996eecf,660,"230",739,2022-03-09,2022-03-09,0.00
1,I,0x7c804cdabc2b8809a82bfa499bfc4f8c62a6fcafc03349a6a5b29c3a423b9eb9,661,"231",49,2022-03-09,2022-03-13,2.00
1,I,0x0cbe3c0e003b7f6a7401244bc77d50d8edd43398736691ae85bf71c9702c4d69,662,"231",272,2022-03-09,2022-03-13,2.00
1,I,0xecb8fbc5f7ead2c178befac18f47ae87d6211fd4a5f99914e5fc803297818fe5,663,"232",420,2022-03-09,2022-03-09,0.00
1,I,0x43c1ed2ed0be7933447899d8e09681947a805a1c6060f9d2caf7ad58914da899,664,"232",719,2022-03-09,2022-03-20,3.00
1,I,0x661927c146ad16020f73d080eb834986b8e13ca1be91c25cb471b49abf0d5ccd,665,"233",40,2022-03-09,2022-03-14,2.50
1,I,0x8254e8d51172ba187ec204f478b6b4a682c33f866454d5a07593cdd2856864c1,666,"233",769,2022-03-09,2022-03-18,3.00
1,I,0xe5fc48dc05e838bf01537967f961824215dd7a0519f9777f93a19ababa54d5bb,667,"234",134,2022-03-09,2022-03-17,3.00
1,I,0x4b193c5dc92a18f004d2637bd69cd4dc0b2cbbce505630ea7a638c349b09fbdd,668,"234",527,2022-03-10,2022-03-11,0.50
1,I,0x9dea0139bf3c16d6e168c98a4eb1547930bae592c4703d45d5dc32ddc5066d74,669,"235",20,2022-03-10,2022-03-10,0.00
1,I,0x68406f93a71c40305423b7ab0a931a727af720ec2bd6521c102e8773a6075e09,670,"235",585,2022-03-10,2022-03-10,0.00
1,I,0xb4717a3d81cd8542430e96f966ec681aa9d0f84895581d5b16348e1cd304b3b2,671,"236",47,2022-03-10,2022-03-17,3.00
1,I,0x5f89a2103d0e2de96b478b0af51618e2e783c2649d97bcf71d7c517895410eca,672,"236",322,2022-03-10,2022-03-19,3.00
1,I,0xd04a55a1d3c3cf24495632f0e3581e7e7c7a138fad5c2c2b3468bd4486886f05,673,"237",73,2022-03-10,2022-03-14,2.00
